Brain - Cortex;Brain - Cerebellum;Brain - Frontal Cortex (BA9);Brain - Caudate (basal ganglia);Brain - Nucleus accumbens (basal ganglia);Brain - Putamen (basal ganglia);Brain - Hypothalamus;Brain - Spinal cord (cervical c-1);Brain - Hippocampus;Brain - Anterior cingulate cortex (BA24);Brain - Cerebellar Hemisphere;Brain - Substantia nigra;Brain - Amygdala
245;455;248;85;85;44;123;217;62;87;441;92;46
226;462;221;82;79;45;118;255;56;72;443;98;37
218;444;237;94;91;47;128;253;45;78;432;105;41
242;457;241;91;77;47;110;252;46;79;450;85;40
226;445;237;97;93;54;128;254;55;75;436;102;44
237;456;235;85;93;37;103;231;46;80;440;84;40
255;440;254;92;86;44;122;251;57;86;435;102;44
235;461;248;80;83;39;122;254;40;79;447;88;31
245;451;240;94;83;46;119;254;51;69;442;100;41
247;447;245;96;97;52;125;244;64;91;436;92;42
231;444;249;99;85;46;113;259;46;78;435;95;37
250;449;251;98;85;43;122;239;53;76;439;110;35
223;445;235;103;89;44;130;253;52;71;435;116;34
254;451;253;83;77;33;129;246;49;91;441;103;40
232;453;233;93;94;44;125;232;50;77;443;89;37
236;451;235;77;63;41;113;262;54;88;443;108;40
273;452;265;93;96;38;125;246;48;102;437;90;45
253;470;245;97;91;45;124;231;45;77;458;82;34
260;454;245;86;96;41;105;228;52;91;446;86;36
243;448;243;102;89;47;121;233;46;74;427;91;36
247;456;241;101;95;45;124;240;52;84;442;90;43
245;458;253;99;88;46;122;240;52;83;445;94;42
231;449;241;93;87;39;126;237;50;87;433;95;41
221;455;230;86;74;32;125;259;54;73;434;101;38
246;457;267;76;70;39;125;245;46;78;450;93;32
244;444;241;100;87;41;120;266;51;75;426;104;41
250;454;249;89;87;46;110;237;51;77;447;99;44
241;443;254;85;79;45;119;238;54;87;438;101;39
237;459;227;91;91;44;120;230;51;75;455;93;42
251;442;268;91;78;49;122;231;54;97;436;98;41
228;458;221;86;77;44;115;258;55;68;448;99;39
227;435;233;101;88;56;125;240;66;80;425;112;43
262;440;260;86;92;43;125;236;51;104;439;92;39
241;450;239;95;94;48;106;239;59;89;431;93;41
225;451;239;88;89;44;130;247;56;87;440;95;42
277;440;266;89;77;45;133;259;44;92;422;94;36
231;440;243;96;94;54;125;229;54;84;435;106;41
251;435;245;96;91;42;114;254;53;102;424;97;41
237;452;266;85;78;43;121;229;63;86;443;89;39
234;451;244;89;77;40;119;249;50;73;447;107;33
246;453;252;85;88;42;115;241;50;89;442;88;38
255;445;248;95;87;45;122;242;49;76;426;98;38
246;457;247;91;90;41;119;238;51;83;449;89;36
255;447;253;88;81;41;116;244;50;84;434;98;37
240;447;237;92;94;41;125;244;52;80;431;97;45
241;442;240;91;90;47;123;246;48;85;433;101;41
237;455;246;90;93;43;110;257;47;74;439;95;35
236;473;243;79;86;33;105;247;51;82;465;83;42
252;449;252;88;85;40;118;240;52;86;436;99;38
238;447;248;84;80;45;114;242;52;78;432;102;41
232;444;238;88;94;37;125;242;39;83;434;103;27
244;456;229;102;86;40;115;250;56;88;445;105;49
216;450;214;100;92;52;117;246;47;72;437;97;38
242;462;243;84;79;36;116;245;46;83;453;92;43
226;449;226;86;85;41;116;250;50;78;442;96;46
229;449;228;85;82;38;114;237;59;76;438;103;48
242;447;264;85;79;41;107;246;50;74;446;89;35
234;454;229;93;95;44;112;240;48;78;443;102;42
234;447;225;87;66;48;122;267;56;74;441;97;37
224;443;239;100;86;51;129;242;47;70;436;98;39
240;447;251;86;80;41;127;234;55;84;438;98;40
238;457;254;78;76;38;119;265;47;66;444;92;35
220;462;221;86;82;43;113;253;49;67;447;98;40
238;448;231;98;89;51;121;243;56;76;432;99;38
241;461;237;92;86;39;111;221;39;82;448;81;34
241;449;253;95;84;38;123;229;50;77;440;92;30
248;432;246;94;88;42;131;250;64;86;415;112;40
246;458;241;90;81;45;113;237;57;73;445;87;41
250;463;247;83;84;41;118;234;52;76;448;95;37
244;468;244;76;85;35;123;226;53;92;454;88;51
221;456;230;99;84;48;106;242;62;72;445;94;39
243;448;236;86;75;38;132;249;55;82;435;105;42
234;465;243;84;77;37;130;255;48;84;448;97;32
248;443;238;94;78;52;136;238;51;81;438;99;31
240;446;231;97;96;55;121;238;48;89;425;90;45
235;454;245;90;82;44;107;240;58;70;441;103;34
226;443;239;99;92;53;119;233;62;76;426;102;38
235;452;248;85;75;42;127;259;38;83;441;107;39
238;462;232;86;81;49;124;250;51;87;453;90;42
228;470;238;90;79;44;100;233;47;79;459;76;42
231;442;245;95;99;42;124;239;57;77;435;104;40
244;446;221;92;80;53;117;248;44;80;434;96;36
240;429;240;95;86;45;123;243;55;79;415;104;36
238;456;254;88;88;46;115;239;50;85;443;96;38
236;460;251;81;68;35;113;259;53;84;452;101;35
235;465;228;82;81;42;116;227;44;82;451;88;35
234;458;237;86;87;49;120;253;60;68;446;97;41
246;462;246;92;75;39;119;240;49;86;448;91;38
230;449;233;92;77;41;132;245;59;78;434;96;43
243;452;233;80;80;36;115;241;58;85;441;92;47
246;436;243;96;94;42;132;243;58;88;423;87;50
227;454;251;97;92;44;106;248;44;83;438;92;37
229;471;233;85;86;43;104;251;39;63;459;89;37
240;446;237;83;83;41;124;253;54;82;433;92;45
247;452;240;100;96;42;124;233;41;85;449;95;31
240;450;250;85;81;30;131;263;48;74;438;105;37
227;441;231;100;86;41;127;240;56;84;423;107;54
231;466;242;83;86;37;132;227;54;90;447;88;34
241;451;233;97;87;47;127;256;47;72;448;103;35
243;451;222;96;95;52;132;260;48;80;433;105;40
237;440;247;87;83;43;122;248;49;86;435;90;36
232;438;227;100;100;49;127;246;49;81;427;95;44
208;455;238;91;80;47;119;255;51;64;443;87;34
230;450;239;85;79;37;133;250;55;88;438;99;41
262;444;253;100;92;53;118;226;46;77;424;109;43
244;455;250;107;89;51;115;239;51;88;434;94;40
243;445;243;89;77;38;124;252;54;85;430;104;41
220;444;236;102;89;48;135;236;58;80;432;97;46
237;451;227;99;84;46;116;253;52;71;435;97;41
219;449;227;87;76;46;123;240;45;70;438;101;41
220;458;239;79;88;34;133;245;52;85;444;97;37
235;453;231;97;99;46;106;245;47;73;448;82;38
235;450;231;91;83;42;122;241;58;88;441;95;50
234;454;240;94;83;41;122;238;52;73;446;91;38
241;442;255;96;90;37;107;241;52;82;438;95;34
241;458;234;84;78;39;115;256;47;82;441;98;39
236;436;237;93;98;42;133;240;54;85;422;91;38
240;462;237;97;90;41;117;234;49;74;448;98;33
250;448;256;87;91;38;123;227;49;84;439;90;45
237;463;242;81;78;47;106;232;53;79;457;87;40
242;450;238;101;77;46;104;239;52;81;436;87;33
237;470;244;79;68;39;121;241;42;89;450;94;42
250;437;252;102;88;43;119;231;52;81;429;105;31
237;446;246;96;87;55;102;234;53;82;441;103;41
244;456;267;91;92;45;119;228;51;82;447;89;40
244;435;248;96;97;48;123;243;49;86;432;97;44
247;456;242;92;90;41;116;229;48;89;444;82;42
255;449;248;91;88;50;131;254;51;82;439;100;34
249;453;242;87;93;47;110;249;56;74;445;98;34
241;451;230;94;86;48;112;231;55;84;442;87;41
239;454;245;88;84;40;125;234;49;74;442;88;41
262;448;253;96;92;48;111;237;44;89;442;88;44
236;465;232;97;93;54;117;249;46;79;447;110;35
251;455;239;86;83;46;114;250;57;81;442;84;42
242;456;234;84;82;46;130;235;51;77;443;106;39
236;432;252;98;80;51;138;263;51;84;430;110;45
241;465;240;80;72;34;118;246;56;80;444;90;37
240;458;246;84;90;54;113;238;41;76;449;89;31
242;441;247;87;87;43;127;257;54;76;437;98;40
247;430;246;106;89;49;123;248;52;85;424;101;47
241;446;241;94;90;42;137;256;54;81;434;111;47
235;448;250;90;81;50;114;237;55;85;446;92;35
234;449;246;83;82;42;131;243;53;83;442;89;39
242;459;246;95;84;49;115;221;45;80;446;87;38
209;437;221;96;90;52;128;254;51;73;429;111;39
229;451;230;91;77;47;115;245;57;76;441;99;37
216;447;228;85;81;37;113;259;51;84;438;98;36
239;456;236;95;97;46;119;231;44;79;437;101;38
248;442;258;90;90;46;142;231;51;100;438;88;45
250;470;251;76;75;31;112;221;52;89;456;87;39
227;470;240;80;77;44;129;253;53;72;455;104;38
225;469;235;82;88;45;125;232;50;68;457;92;36
243;437;243;106;102;51;127;238;57;90;420;100;37
248;449;254;87;85;41;120;228;52;89;450;88;41
253;452;252;95;80;48;119;257;51;83;435;100;48
250;453;247;92;88;45;124;234;51;84;443;97;39
244;446;247;98;92;52;126;236;58;96;437;98;37
222;450;234;84;86;41;132;242;55;78;431;103;48
256;446;261;86;84;37;115;248;65;73;430;104;40
251;464;250;74;73;38;119;238;51;80;453;84;39
231;457;235;82;80;37;121;254;47;72;441;92;36
240;443;244;86;79;52;122;252;44;79;434;102;41
239;449;243;83;88;35;111;255;52;88;440;96;34
238;461;248;92;97;41;116;211;50;80;448;88;38
241;431;231;88;87;51;121;256;47;79;420;117;42
246;452;238;91;90;48;132;229;52;90;437;101;37
247;451;250;91;101;44;112;240;54;86;435;87;36
249;442;231;90;81;47;128;248;53;81;427;104;31
238;452;239;99;91;46;122;262;47;76;438;99;29
236;455;236;90;82;42;121;236;52;71;443;95;34
256;460;252;85;86;50;107;227;43;84;450;74;34
242;451;230;90;92;43;130;237;53;75;437;108;37
234;441;243;88;85;47;131;232;58;92;427;98;51
244;464;246;87;84;38;121;246;51;89;446;89;32
238;450;239;100;91;47;127;241;44;78;441;98;38
238;450;236;87;80;43;125;237;51;82;445;91;45
261;446;243;102;98;48;132;234;54;91;428;97;41
248;457;231;78;71;50;110;255;49;70;452;109;38
241;453;256;80;77;41;122;245;53;68;443;101;39
232;458;232;93;83;43;122;246;54;86;451;107;41
232;458;245;87;88;44;120;247;51;75;446;95;37
238;460;251;83;92;40;120;235;56;78;442;88;39
231;436;253;104;93;49;126;249;49;82;426;104;40
264;447;249;88;70;38;117;257;49;81;440;91;41
257;441;254;95;97;50;126;246;48;91;426;102;36
250;458;248;100;102;52;113;247;46;80;444;94;38
240;442;239;87;88;38;110;250;52;87;427;100;34
225;459;251;87;86;47;116;247;43;78;447;91;31
251;442;263;97;91;43;125;244;61;96;434;94;51
239;447;235;87;83;41;114;243;52;83;443;97;39
228;440;240;102;94;50;126;262;46;89;429;105;46
242;447;248;100;96;46;128;246;47;89;430;106;41
250;446;248;87;85;40;124;237;53;88;435;97;42
256;452;240;99;84;46;108;230;51;81;437;94;36
260;438;242;101;84;46;126;260;50;89;424;92;44
242;448;240;99;85;49;124;243;54;84;433;100;36
223;435;236;94;83;41;127;259;47;84;430;105;41
256;460;236;88;87;37;126;229;55;83;440;97;34
233;437;241;101;80;53;119;248;49;84;428;114;40
232;462;233;87;82;39;112;246;53;68;444;101;34
249;463;247;80;75;46;125;236;48;72;452;85;33
216;441;233;85;84;45;128;249;58;75;433;102;43
242;437;224;102;101;56;117;257;51;85;423;104;45
217;469;228;86;86;47;119;249;40;65;461;89;33
224;455;224;84;80;37;121;265;54;75;444;98;33
242;451;237;99;90;53;124;247;48;79;436;101;45
229;450;247;89;89;46;129;255;44;71;434;94;34
252;461;248;92;82;51;113;236;54;88;439;95;49
236;468;231;88;92;44;127;251;43;70;448;90;34
236;440;238;86;87;44;126;241;53;79;436;92;37
226;449;222;100;90;55;119;255;50;73;442;100;39
240;472;245;89;84;45;105;240;55;83;460;91;35
229;459;247;79;82;41;116;247;48;82;448;86;36
255;457;228;93;84;50;113;243;55;79;445;93;37
226;452;247;87;76;35;133;248;57;94;439;101;50
228;445;249;93;88;45;119;247;49;74;436;91;31
254;456;248;98;95;46;106;229;49;82;435;91;41
255;433;253;87;92;42;134;231;49;88;414;102;41
250;443;236;80;80;40;118;232;52;86;438;88;54
243;453;234;99;84;54;105;229;54;84;442;92;31
250;441;255;97;93;51;122;239;50;87;426;101;43
250;444;254;96;85;45;124;235;55;96;431;96;38
251;459;249;88;78;39;113;222;47;83;446;95;40
222;468;216;88;80;41;118;254;48;72;460;94;43
244;443;248;92;90;44;121;245;56;93;432;97;42
231;448;237;87;83;46;133;260;54;81;440;108;39
253;435;262;107;97;50;115;239;53;85;421;99;32
253;467;255;85;77;38;106;227;54;100;451;86;40
237;442;228;98;96;48;130;235;48;90;431;90;41
246;453;240;82;83;39;118;241;57;87;449;99;41
240;449;240;99;94;49;115;229;49;84;443;87;35
239;456;246;92;87;44;117;236;44;77;440;83;38
248;440;254;87;82;42;129;241;60;89;431;91;43
237;459;234;83;83;40;122;249;47;72;447;103;40
245;455;250;79;81;37;112;244;52;82;438;97;44
232;453;236;95;91;42;116;241;55;88;444;97;31
225;462;231;90;82;49;111;250;40;59;458;95;29
234;441;233;93;89;48;136;257;52;82;427;100;35
231;459;238;67;78;33;124;245;44;71;453;83;37
259;468;257;81;80;45;122;241;53;89;455;78;37
242;453;243;92;87;39;116;240;51;74;440;83;37
235;455;245;78;76;42;112;237;53;86;447;87;35
244;465;230;77;77;33;117;253;44;75;464;89;29
242;443;260;95;82;50;113;242;54;79;430;103;37
258;446;250;89;81;34;123;234;52;81;438;95;40
256;447;259;101;95;38;120;239;55;96;434;87;39
246;452;241;92;91;49;112;216;49;89;445;90;40
241;444;260;99;92;44;124;248;51;77;441;98;41
230;456;239;86;87;40;113;252;46;93;444;96;40
244;453;233;103;96;49;117;237;41;78;440;77;31
231;466;238;78;72;41;114;224;44;67;450;87;30
246;447;248;95;83;39;118;241;52;81;434;101;49
244;455;240;87;86;40;124;218;51;78;448;85;40
238;442;241;97;96;50;123;244;49;86;429;98;43
231;448;247;85;79;43;129;256;50;83;443;101;41
253;457;242;88;88;43;115;239;55;91;448;89;49
238;453;242;83;76;36;118;244;48;79;451;86;41
234;442;240;104;95;53;131;256;53;78;428;109;45
262;447;254;87;97;48;128;222;52;95;441;94;39
242;456;260;86;83;52;127;247;49;84;447;95;45
257;463;264;84;86;39;116;222;48;83;447;84;34
232;441;252;98;89;45;122;242;48;92;429;92;47
218;447;228;85;82;46;125;256;56;79;441;110;41
226;458;239;88;75;42;115;248;39;80;448;96;30
226;435;243;98;81;50;118;266;52;83;417;112;45
232;441;239;92;87;56;125;238;49;72;439;100;40
245;447;235;87;85;37;128;254;63;90;438;104;47
255;463;247;91;83;38;121;239;55;93;446;96;38
242;448;238;92;80;48;123;258;45;70;441;99;35
247;466;252;80;73;35;116;229;48;87;450;84;37
240;464;241;85;81;50;117;240;43;83;451;94;36
231;462;245;88;88;38;113;249;48;81;451;85;32
234;462;227;77;76;41;108;249;46;78;451;94;38
236;456;228;81;86;46;117;254;58;77;446;108;35
238;464;253;73;69;42;114;238;53;70;449;91;30
258;451;256;89;76;46;108;229;54;87;443;87;37
231;450;234;93;85;48;114;243;49;78;440;82;43
239;447;266;81;85;42;129;263;58;83;450;91;49
232;456;218;87;84;39;123;240;50;71;447;99;38
234;456;243;83;66;43;125;253;44;76;445;95;40
253;442;245;91;85;44;123;243;55;80;428;109;36
237;436;250;88;85;36;126;241;65;89;428;110;45
225;436;230;97;96;43;121;256;54;83;438;101;42
220;462;231;95;89;47;113;255;44;74;443;95;46
221;462;226;80;66;32;113;235;48;65;455;93;29
237;458;231;76;66;38;123;247;48;68;454;99;35
229;434;230;93;87;45;128;261;50;78;423;111;35
236;458;243;72;73;37;118;236;50;81;448;99;30
258;451;254;97;95;49;111;222;45;89;442;83;43
225;470;231;95;84;44;116;258;42;82;458;92;36
240;453;251;91;79;47;121;240;52;69;435;94;38
226;458;232;100;102;49;116;241;50;72;451;81;36
234;437;241;101;97;51;122;243;50;87;426;98;37
221;443;236;99;90;48;128;253;47;75;432;108;33
245;451;254;88;83;38;133;236;51;82;438;95;36
237;443;248;99;87;48;118;230;54;83;435;110;39
232;459;214;92;87;45;117;249;61;74;445;90;38
251;441;247;93;85;45;132;231;53;83;437;101;37
237;453;245;83;81;44;120;248;51;79;447;95;37
239;452;242;82;90;39;141;250;54;91;443;97;39
238;439;242;98;94;51;109;250;41;89;439;100;41
224;464;240;84;73;38;125;244;47;73;447;92;29
239;451;243;98;93;41;128;224;49;83;444;86;40
240;456;242;96;88;43;121;251;45;83;440;87;41
249;422;248;102;100;51;133;248;54;91;421;99;44
229;458;237;84;84;39;114;251;51;81;451;91;36
230;466;246;80;71;36;118;248;52;75;445;96;43
251;448;252;98;78;43;120;232;53;96;434;92;40
243;461;248;92;82;44;109;218;49;81;451;87;39
245;462;231;86;80;43;114;234;51;84;451;89;31
236;460;235;89;76;46;134;246;48;78;439;94;39
232;449;244;98;96;44;127;243;58;79;442;96;41
243;451;240;95;94;43;119;249;50;75;435;102;41
247;460;225;85;79;41;125;241;52;77;447;100;40
256;468;240;81;78;46;122;230;43;66;452;95;25
251;457;254;88;73;40;105;233;45;88;445;90;32
236;455;228;85;79;37;129;239;56;82;438;96;44
252;453;250;88;92;40;123;228;53;92;445;100;48
268;449;249;87;87;43;102;250;54;79;427;90;41
251;461;243;99;93;48;124;246;50;79;448;92;43
248;453;246;88;86;43;129;224;48;84;444;93;41
244;460;243;90;85;38;112;232;45;74;453;81;29
248;447;249;87;82;43;121;245;44;86;434;96;42
242;458;254;87;77;46;115;243;54;85;441;81;41
228;459;242;83;89;40;105;238;47;83;453;93;38
232;449;222;82;91;38;132;254;58;76;440;102;36
230;455;247;90;84;45;113;239;48;76;436;98;38
265;434;265;100;95;53;117;254;53;91;421;105;47
246;457;244;95;92;51;106;220;52;82;453;93;43
246;453;243;87;85;40;111;244;46;79;442;102;35
245;441;241;96;86;47;126;254;54;85;436;101;45
235;471;245;74;86;32;120;237;36;73;462;88;43
250;448;256;78;86;46;123;247;52;90;435;107;44
245;442;246;96;88;48;117;240;45;76;435;98;42
247;442;249;98;86;52;108;249;57;84;425;100;42
231;444;230;87;84;46;117;252;51;73;438;99;35
235;440;246;92;87;55;123;246;49;76;438;104;40
240;462;226;95;89;44;108;226;43;80;447;90;38
234;438;263;91;83;45;113;249;53;93;435;98;38
237;443;254;84;83;40;115;246;49;82;434;97;35
240;444;256;102;95;49;132;233;54;96;429;87;38
235;458;229;86;79;43;117;246;40;84;452;100;39
233;446;248;82;80;37;126;250;52;69;443;97;45
233;444;243;93;91;51;132;234;54;75;433;108;41
240;438;257;107;97;59;133;251;60;76;426;104;40
233;452;240;79;82;47;124;243;61;78;439;94;39
242;447;245;86;89;42;106;243;56;91;440;106;45
246;448;241;82;76;40;130;253;48;83;430;107;37
258;459;235;89;91;41;127;225;47;78;443;99;44
237;466;218;95;89;55;114;243;43;73;450;100;35
247;461;250;102;99;40;117;235;56;86;450;86;37
236;459;227;87;86;39;118;229;54;78;449;85;49
240;436;241;90;87;50;118;241;46;85;433;105;36
226;447;242;91;74;39;127;260;47;76;446;108;36
239;446;247;87;94;36;121;256;44;74;446;97;36
237;452;222;84;82;45;125;251;55;84;438;89;38
245;446;248;98;81;44;122;248;57;78;435;94;37
244;446;248;86;88;49;138;236;48;92;435;99;39
242;459;250;89;96;39;120;226;51;86;445;84;33
252;441;235;91;82;46;126;254;60;78;423;107;44
231;441;231;93;86;45;133;245;50;86;432;102;38
248;454;246;84;80;43;116;252;49;82;439;101;36
234;433;238;102;94;47;136;252;57;86;425;104;46
221;451;231;85;91;35;124;246;51;67;445;102;39
233;438;253;90;95;48;109;241;57;86;428;96;38
263;451;270;92;83;47;115;233;45;89;442;79;39
232;443;229;95;78;52;130;256;56;79;436;113;43
246;443;267;95;83;45;130;230;56;94;424;98;42
255;455;233;97;83;49;118;236;48;81;435;85;38
234;459;250;86;81;48;130;246;40;78;447;95;43
251;434;249;90;90;39;139;243;56;81;421;101;36
232;461;237;92;93;51;123;250;53;69;448;92;35
224;441;238;91;87;44;137;246;55;73;433;104;42
250;445;241;85;84;44;121;247;52;84;428;100;44
259;445;259;82;82;40;120;250;62;91;432;99;47
239;437;244;104;85;57;126;226;53;83;422;95;39
208;462;236;85;72;42;128;253;45;60;451;105;39
253;458;267;87;92;43;117;241;50;86;445;87;34
235;445;241;81;79;39;114;255;60;83;438;100;45
238;453;230;90;92;52;130;233;52;76;455;85;35
234;446;234;91;78;47;127;242;48;82;431;95;44
243;462;236;90;80;40;127;228;48;78;450;92;43
251;466;254;76;80;33;122;232;37;89;457;87;38
250;448;245;87;87;45;122;245;52;77;432;102;35
233;445;241;105;91;41;120;259;50;74;439;96;34
240;445;246;95;102;46;118;239;51;80;429;88;41
240;446;249;99;87;52;122;233;52;87;436;93;37
242;447;239;95;90;53;123;232;50;87;440;96;37
253;456;250;94;87;44;117;241;45;90;443;99;40
243;459;238;91;83;50;134;243;47;77;435;99;41
233;454;243;92;81;43;122;242;42;83;443;99;34
236;447;239;90;93;43;112;230;54;79;436;93;46
234;455;225;88;87;44;124;252;53;83;442;104;44
226;462;233;82;71;35;118;255;46;76;456;101;26
240;439;244;96;85;51;121;244;48;83;423;96;42
251;457;266;94;80;46;122;229;46;86;442;90;36
250;465;241;77;78;32;123;231;50;80;450;89;39
233;445;232;88;79;40;122;255;48;78;430;102;33
227;455;223;79;72;40;127;257;51;84;442;108;40
248;438;243;94;88;49;128;257;52;83;429;106;54
255;452;256;88;80;41;125;250;61;82;437;99;36
249;436;248;86;82;43;129;243;63;83;426;107;35
241;471;232;83;74;37;118;231;45;82;456;88;33
233;448;245;91;81;43;127;237;38;80;437;101;28
233;449;229;90;94;34;120;239;49;86;431;90;39
224;463;245;93;75;42;136;262;50;61;448;106;30
247;447;246;80;85;42;121;254;38;84;438;94;38
238;452;248;88;88;50;118;250;36;87;438;101;38
256;448;250;85;73;46;116;235;43;86;437;97;37
224;450;233;90;79;49;123;243;55;75;439;94;41
231;448;232;81;79;42;123;271;51;67;442;97;41
229;449;244;93;80;46;117;254;53;77;437;115;38
236;472;244;84;77;37;116;231;45;76;462;78;36
240;456;249;90;90;44;122;239;47;76;449;89;39
248;461;251;76;81;31;126;236;57;87;450;85;45
226;442;232;96;92;38;124;253;58;85;436;99;42
233;456;228;88;88;42;129;236;64;80;438;98;47
247;457;242;88;79;46;99;249;54;68;453;108;30
252;459;249;100;81;42;118;237;44;80;450;89;39
249;444;239;86;82;44;119;250;54;81;427;108;38
234;451;236;90;86;48;128;237;52;74;436;89;38
212;446;222;95;84;49;121;255;56;72;441;104;42
249;453;252;88;85;43;124;241;57;79;445;93;35
241;435;244;97;85;52;132;243;55;84;422;104;43
229;446;224;103;92;56;109;253;50;77;443;91;31
234;463;224;81;87;30;124;242;44;71;449;93;29
233;466;244;88;84;38;107;254;58;85;455;97;38
243;436;238;92;85;43;132;245;51;83;427;112;42
241;450;245;93;71;44;102;240;48;69;439;91;37
234;473;245;86;81;41;112;234;47;77;464;87;41
251;456;259;91;80;45;113;245;45;87;442;87;38
243;445;230;91;89;46;109;255;48;83;435;106;43
241;445;235;100;79;48;123;244;60;83;437;99;39
258;433;264;104;89;53;121;237;53;94;423;100;51
234;452;250;89;79;47;130;246;53;85;440;97;43
251;444;254;98;89;42;132;220;49;80;438;91;44
236;451;235;82;77;39;118;240;52;75;440;106;29
236;465;242;75;84;34;119;240;49;80;456;86;37
257;447;248;97;90;50;111;215;43;85;438;89;40
226;460;230;90;82;40;122;243;47;69;451;99;35
221;454;231;92;85;53;122;229;53;81;446;84;41
227;452;221;86;77;40;121;247;57;75;436;103;42
244;446;249;89;93;48;125;242;53;89;430;86;47
232;451;230;91;84;44;125;242;50;90;440;89;40
239;457;256;91;93;44;122;239;49;83;445;96;45
243;457;250;79;75;46;107;249;44;80;449;89;31
241;461;240;94;100;55;118;254;45;71;440;89;38
241;449;235;96;92;43;126;244;49;79;441;97;39
242;431;265;88;90;47;133;241;52;92;426;100;41
236;466;248;75;70;29;118;262;55;77;453;98;32
223;449;228;85;83;37;121;249;49;76;440;111;31
236;470;242;78;94;42;111;232;44;68;462;98;35
248;446;250;84;77;41;126;254;57;90;427;100;41
240;460;257;90;86;46;105;232;49;80;453;89;41
230;443;240;82;85;36;130;248;57;84;433;107;37
256;462;243;75;80;39;101;244;59;83;447;91;42
240;438;241;92;82;50;118;235;57;81;433;109;45
240;460;239;100;82;52;116;239;50;78;448;94;41
235;457;252;81;76;45;114;225;56;91;439;90;50
